"review_title","review_text","review_star","veri","revdate","nhelpful1","page_num"
"







  
  
    Great purchase
  
","









  
  
    
  I received it yesterday and couldn't help but use it right away. I love it so far! I love that it doesn't leave the floor soaking and it dries quickly. It handled Cheerios today after the kids breakfast. I have an in-home daycare so I'm hoping it'll hold up long term since it's used daily.

  
","5.0 out of 5 stars","1","January 27, 2022",NA,"183"
"







  
  
    Best wet dry vacuum
  
","









  
  
    
  I’m in love with this product, all the reviews have lived up to making it a great product! Couldn’t be any happier with it!

  
","5.0 out of 5 stars","1","July 5, 2021",NA,"183"
"







  
  
    Best Purchase Ever
  
","









  
  
    
  Love everything about this I will never regular mop again lol

  
","5.0 out of 5 stars","1","October 5, 2021",NA,"183"
"







  
  
    It works! It really works!
  
","









  
  
    
  I LOVE this vacuum. I get very bad anxiety if my house isnt clean. I have a 1 year old, 2 dogs (one is black lab, so HAIR everywhere) and a husband. I work full-time so sometimes and i was so tired of sweeping and mopping every other day. This tineco seriously cleans up everything in 15 minutes! 15 minutes!! You need this in your life. Like yesterday.

  
","5.0 out of 5 stars","1","April 17, 2021",NA,"183"
"







  
  
    Good customer service and vacuum
  
","









  
  
    
  This is a great vacuum and Tineco has great customer service. My vacuum had a motor issue and they’re sending a brand new one.

  
","5.0 out of 5 stars","1","February 7, 2021",NA,"183"
"







  
  
    Works great
  
","









  
  
    
  Great vacuum to clean hard wood floors. Love the self cleaning mode

  
","5.0 out of 5 stars","1","July 16, 2021",NA,"183"
"







  
  
    Does the Job - Easy to Use
  
","









  
  
    
  I have only had this for a week, and I don't know how I lived without it. Such a time saver, easy to use and my floors look great-I have mostly Harwood in my house. I live in a beach town and there is always sand and every day I had to vacuum and use the wet swifter- this cleaner picks up the sand and dog hairs and shines the floor! It is easy to use and easy to clean after - I love it!!

  
","5.0 out of 5 stars","1","July 1, 2021",NA,"98"
"







  
  
    Best purchase ever!!
  
","









  
  
    
  Seriously the best thing ever!! With 4 dogs, 3 cats, 3 teenagers and a messy husband, my floors are always dirty. It use to be a daunting task sweeping and mopping all my hardwood floors. Now it’s super quick and easy. It has saved me so much time. The cleaner smells good too. Perfect for an everyday quick clean!

  
","5.0 out of 5 stars","1","June 3, 2021",NA,"98"
"







  
  
    Many, many great features
  
","









  
  
    
  Let me start with a tip. Remove the cardboard from the rotary brush before use! That being said let me talk about all of the fantastic features this floor cleaner has. Yes, $400 is pricey. That is more than I spent on my carpet vacuum, but this comes with a pretty big bottle of cleaner. You only need a cap full. It comes with an installed HEPA filter and an extra. It also come with an installed brush and an extra. It also comes with a cleaning wand that has a couple uses. And, it talks to you! I really like that it doesn't soak my floors as it cleans. It doesn't spray out water. You don't even have to push or hold down a button to operate it. It just keeps the rotary brush damp and sucks up the dirty water as you push it along the floor. The whole thing is really pretty light, much lighter than my carpet vacuum. The first charge lasted long enough to clean my 10x10 kitchen floor and my master bathroom with battery to spare.

  
","5.0 out of 5 stars","1","August 22, 2020",NA,"98"
"







  
  
    Awesome Floor Cleaner
  
","









  
  
    
  The iFloor 3 is the best on the market! Just when I thought my floors were clean, I was surprised to see my floors even cleaner and bright! The vacuum gathers the crumbs and then cleans the floor right behind it! The drying time is quick too! Another plus, it’s lightweight and cordless.I would recommend this wood/tile floor cleaner to everyone!

  
","5.0 out of 5 stars","1","September 8, 2021",NA,"98"
"







  
  
    Best purchase! Must have!
  
","









  
  
    
  I LOVE THIS MACHINE! I purchased after buying a Bissell Crosswave that just wasn’t cutting it. They do not compare if you buy this model. It cleans so much better and has been a blessing for hardwood floors & 3 dogs! I have a 2,000 sqft house and it clean in one battery but I do have to dump and refill about 2 times.

  
","5.0 out of 5 stars","1","March 18, 2021",NA,"98"
"







  
  
    Floors are GLOWING!
  
","









  
  
    
  Super lightweight and whisper quiet. Cleans and polishes floors nicely. There is a little bit of a learning curve when it comes to maintaining/cleaning the machine properly, but once you’ve done it a couple of times it becomes much easier than the hassle of vacuuming and then using a traditional mop.Strongly suggest either using the included cleaner or finding a floor cleanser that does not create excess foam when agitated. If you use a foamy cleanser it will fill up the dirty water tank very quickly.Overall the purchase was totally worth it and my floors have that soft glow after each use!

  
","5.0 out of 5 stars","1","June 29, 2020","2","98"
"







  
  
    Best floor cleaner ever!
  
","









  
  
    
  I have tried everything to clean our shiny laminate floors.  It has been impossible and a lot of work each week...I dreaded it.  But this floor machine is fantastic!  It is easy to set up and easy to use and easy to clean.  It is my dream machine!  The floors look beautiful and I didn’t have to spend a big portion of my day trying to make the floors look decent.  I am extremely happy with my purchase!

  
","5.0 out of 5 stars","1","March 17, 2021",NA,"98"
"







  
  
    Amazing machine!
  
","









  
  
    
  I will probably never mop again. I have my house cleaned professionally once per week. I use this machine for touch ups. I have mopped the entire kitchen. You do have to vacuum prior to using this mop. It’s super easy to use and I leave it filled and ready to go.

  
","5.0 out of 5 stars","1","October 27, 2021",NA,"98"
"







  
  
    Why didn’t I get this before?
  
","









  
  
    
  This is such a game changer! I have three kids and this allows me to wash and vacuum at same time. Great product! It isn’t the same as scrubbing the floor and sometimes I do have to scrape some stuff off floor but really does an excellent job.

  
","5.0 out of 5 stars","1","January 18, 2022",NA,"98"
"







  
  
    Worth every penny!
  
","









  
  
    
  This thing is AWESOME! Worth every penny! Its super easy to move around the house and does an amazing job picking up dirt and keeping itself clean with the self cleaning feature. The app is kind of useless, but a nice added feature.

  
","5.0 out of 5 stars","1","January 27, 2022",NA,"98"
"







  
  
    Easy to use
  
","









  
  
    
  If you’re thinking about buying this just do it!!! The self cleaning feature is awesome. You don’t really know how dirty your floors are until you use this!

  
","5.0 out of 5 stars","1","April 23, 2021",NA,"236"
"







  
  
    Great product!
  
","









  
  
    
  I love this little machine. Vacuums and mops in one pass, cutting floor cleaning time in half. My only complaint would be that the water tanks are small, so you have to fill/empty them often. But, that does keep the machine lighter in weight, so it is a trade off.

  
","5.0 out of 5 stars","1","January 22, 2021",NA,"236"
"







  
  
    High quality vacuum
  
","









  
  
    
  Great quality vacuum, very nice features for the price range, would recommend

  
","5.0 out of 5 stars","1","July 31, 2021",NA,"236"
"







  
  
    Love
  
","









  
  
    
  Love our Tineco! Mops the house with ease and talks to you so you know when it needs more water or emptying the dirty bin. Battery lasts long enough to clean the whole house. And I like that is has a self cleaning function. So glad I bought this handy gadget.

  
","5.0 out of 5 stars","1","April 12, 2021",NA,"236"
"







  
  
    Beware
  
","









  
  
    
  I gave it to my daughter for Christmas. It has only been used 6 months and now says “contact support - motor failure”.UPDATE - daughter finally contacted tineco and was told they will not honor warranty if the machine was purchased on Amazon.

  
","1.0 out of 5 stars","1","May 24, 2021",NA,"236"
"







  
  
    This is a great tool!
  
","









  
  
    
  Only grip I have is the capartments can be larger and hold more fluid. I had to change it out like 3 times to do entire floor.

  
","5.0 out of 5 stars","1","August 24, 2021",NA,"236"
